OWNER,TITLE,MAPGEO
KT_BS,Gebäude im Bau (Gebäudepunkt),n.a.
KT_BS,Gebäude fertiggestellt (Gebäudepunkt),n.a.
KT_BS,Gebäude abgebrochen,n.a.
KT_BS,Gebäude (Filter),n.a.
KT_BS,Gebäude fertiggestellt (Gebäude),n.a.
KT_BS,Gebäude im Bau (Gebäude),n.a.
KT_BS,Gebäude projektiert (Gebäude),n.a.
KT_BS,Datenmarkt - Gebäudekategorie,n.a.
KT_BS,Adresse projektiert,n.a.
KT_BS,Adresse im Bau,n.a.
KT_BS,Adresse fertiggestellt,n.a.
KT_BS,Adresse abgebrochen,n.a.
KT_BS,Adresse (Filter),n.a.
KT_BS,Adresse aktiv,n.a.
KT_BS,Adresse inaktiv,n.a.
KT_BS,Gebietseinteilung Bauberatung Denkmalpflege,n.a.
KT_BS,Denkmalverzeichnis Anlage,n.a.
KT_BS,Denkmalverzeichnis Objekt,n.a.
KT_BS,Erdbebenmikrozonierung Subzonen,n.a.
KT_BS,Erdbebenmikrozonierung Zone,n.a.
KT_BS,Elternberatung,n.a.
KT_BS,Fernwärmegebiet,n.a.
KT_BS,Bestehender Verbund mit erneuerbarem Energieträger,n.a.
KT_BS,Zu ökologisierender bestehender Verbund,n.a.
KT_BS,Neuer Verbund in Entwicklungsgebiet,n.a.
KT_BS,Gebiete für koordinierte Nutzung des Grundwassers,n.a.
KT_BS,Eignungsgebiet,n.a.
KT_BS,Koordination mit Nachbargemeinde,n.a.
KT_BS,Gebiet für grossräumige Machbarkeitsstudie,n.a.
KT_BS,Kehrichtverbrennung,n.a.
KT_BS,Recyclingpark,n.a.
KT_BS,Annahmestelle Sonderabfall,n.a.
KT_BS,Brauchbare Dinge,n.a.
KT_BS,Brillen,n.a.
KT_BS,Druckertankstelle,n.a.
KT_BS,Kleider und Textilien: Secondhandshops,n.a.
KT_BS,Kleidercontainer,n.a.
KT_BS,Korkzapfen,n.a.
KT_BS,Munition und Waffen,n.a.
KT_BS,Pneus,n.a.
KT_BS,Tierkadaver,n.a.
KT_BS,Verkauf Chipkarte Bio-Klappe Basel,n.a.
KT_BS,Verkauf Vignette Basel,n.a.
KT_BS,Verkauf Vignette Riehen/Bettingen,n.a.
KT_BS,Grab,n.a.
KT_BS,Sektion (Friedhofseinteilung und Gräber),n.a.
KT_BS,Fruchtfolgeflächen,n.a.
KT_BS,Biologische Gefahren,n.a.
KT_BS,Chemische Gefahren,n.a.
KT_BS,Eisenbahnen,n.a.
KT_BS,Nationalstrassen (Risikokataster),n.a.
KT_BS,Kantonale Strasse,n.a.
KT_BS,Rhein,n.a.
KT_BS,Erdgashochdruckleitung,n.a.
KT_BS,Gebietseinteilung Feuerpolizei,n.a.
KT_BS,Allmendverwaltung Gebührenzonen,n.a.
KT_BS,Toleranzzone Gastrolärm,n.a.
KT_BS,Innenhöfe Störgrade Gastrolärm,n.a.
KT_BS,Abschnitts Störgrade Gastrolärm,n.a.
KT_BS,Isohypse Mittelwasser,n.a.
KT_BS,Isohypse Höchsthochwasser,n.a.
KT_BS,Grundwasserleiter Lockergestein,n.a.
KT_BS,Gebiet mit Grundwasser,n.a.
KT_BS,Gebiet ohne Grundwasser,n.a.
KT_BS,Grundwasserrelevante Einbauten,n.a.
KT_BS,Güteklassen öffentlicher Verkehr,n.a.
KT_BS,Grundwasserqualität,n.a.
KT_BS,Grundwasserschutzzonen,n.a.
KT_BS,Gewässerschutzbereiche,n.a.
KT_BS,Gewässerraum nach Übergangsbestimmungen,n.a.
KT_BS,Gebietseinteilung Gebäuteunterhalt,n.a.
KT_BS,1000 m,n.a.
KT_BS,100 m,n.a.
KT_BS,50 m,n.a.
KT_BS,Start-/Endpunkt,n.a.
KT_BS,Ökomorphologische Bezugsachsen,n.a.
KT_BS,Bauwerke,n.a.
KT_BS,Abstürze,n.a.
KT_BS,Abschnitte,n.a.
KT_BS,Bauwerke nach Priorität,n.a.
KT_BS,Abstürze nach Priorität,n.a.
KT_BS,Abschnitte nach Priorität,n.a.
KT_BS,Gewässerachse,n.a.
KT_BS,Eindolung,n.a.
KT_BS,Laufende Hochbauprojekte,n.a.
KT_BS,Abgeschlossene Hochbauprojekte,n.a.
KT_BS,Haupthöhenlinien Äquidistanz 5m,n.a.
KT_BS,Nebenhöhenlinien Äquidistanz 1m,n.a.
KT_BS,Hundesignalisation,n.a.
KT_BS,Beratung,n.a.
KT_BS,Wohnen (stationär),n.a.
KT_BS,Wohnen & Tagesgestaltung,n.a.
KT_BS,Tagesgestaltung,n.a.
KT_BS,Arbeit,n.a.
KT_BS,Inventar der schützenswerten Gartenanlagen,n.a.
KT_BS,Amtliche Vermessung Kilometereinteilung,n.a.
KT_BS,Jugendangebot,n.a.
KT_BS,Kinderangebot,n.a.
KT_BS,Kinder- und Jugendangebot,n.a.
KT_BS,Katholischer Kirchenkreis,n.a.
KT_BS,Windströmungsfeld [m/s],n.a.
KT_BS,Arealentwicklung (2030),n.a.
KT_BS,Windströmungsfeld [m/s] (2030),n.a.
KT_BS,Konsultationsbereiche Störfallvorsorge,n.a.
KT_BS,Kunst im öffentlichen Raum,n.a.
KT_BS,Kunst und Bau,n.a.
KT_BS,Grenzwertüberschreitungen in der Nacht,n.a.
KT_BS,keine Grenzwertüberschreitungen in der Nacht,n.a.
KT_BS,Lärmbelastung Tag aktuell,n.a.
KT_BS,Lärmbelastung Nacht aktuell,n.a.
KT_BS,Lärmbelastung Tag 2030,n.a.
KT_BS,Lärmbelastung Nacht 2030,n.a.
KT_BS,schwarz-weiss (Bildmittelpunkt),n.a.
KT_BS,schwarz-weiss (Footprint),n.a.
KT_BS,farbig (Bildmittelpunkt),n.a.
KT_BS,farbig (Footprint),n.a.
KT_BS,infrarot (Bildmittelpunkt),n.a.
KT_BS,infrarot (Footprint),n.a.
KT_BS,schräg (Bildmittelpunkt),n.a.
KT_BS,schräg (Footprint),n.a.
KT_BS,Alle Bildmittelpunkte,n.a.
KT_BS,Bahnhof,n.a.
KT_BS,S-Bahn-Haltestelle,n.a.
KT_BS,S-Bahn-Linie,n.a.
KT_BS,Tramhaltestelle,n.a.
KT_BS,Kombihaltestelle Tram (und Bus) (mit Schrift),n.a.
KT_BS,Kombihalteort Tram (und Bus),n.a.
KT_BS,Tramhalteort,n.a.
KT_BS,Tramlinie,n.a.
KT_BS,Bushaltestelle,n.a.
KT_BS,Bushalteort (Bus),n.a.
KT_BS,Buslinie,n.a.
KT_BS,Fernbushaltestelle,n.a.
KT_BS,Schiffanlegestelle,n.a.
KT_BS,Kursschifffahrt,n.a.
KT_BS,Fährianlegestelle,n.a.
KT_BS,Fähre,n.a.
KT_BS,Rhytaxi,n.a.
KT_BS,Terminal Kabinenschifffahrt,n.a.
KT_BS,Nacht-S-Bahn,n.a.
KT_BS,Nacht-Tram,n.a.
KT_BS,Nacht-Bus,n.a.
KT_BS,Bus-Zugang mit Elektro-Rollstühlen,n.a.
KT_BS,Tram-Zugang mit Elektro-Rollstühlen,n.a.
KT_BS,Haltestellen Nacht-Angebot,n.a.
KT_BS,Bushalteort (ÖV-Nachtnetz),n.a.
KT_BS,Kombihaltestelle Bus (und Tram),n.a.
KT_BS,Kombihalteort Bus (und Tram),n.a.
KT_BS,Lärmempfindlichkeitsstufenplan Basel Lärmempfindlichkeitsstufen,n.a.
KT_BS,Lärmempfindlichkeitsstufenplan Basel Linienbezogene Festlegung,n.a.
KT_BS,Lärmempfindlichkeitsstufenplan Basel Lärmempfindlichkeitsstufen Rekurs,n.a.
KT_BS,Lärmempfindlichkeitsstufenplan Basel Linienbezogene Festlegung Rekurs,n.a.
KT_BS,Lärmempfindlichkeitsstufenplan Riehen Lärmempfindlichkeitsstufen,n.a.
KT_BS,Lärmempfindlichkeitsstufenplan Riehen Lärmempfindlichkeitsstufen Rekurs,n.a.
KT_BS,Lärmempfindlichkeitsstufenplan Bettingen Lärmempfindlichkeitsstufen,n.a.
KT_BS,Lärmempfindlichkeitsstufenplan Bettingen Lärmempfindlichkeitsstufen Rekurs,n.a.
KT_BS,Mobil- und Rundfunkantenne,n.a.
KT_BS,Strahlungsperimeter,n.a.
KT_BS,Kantonsstrassen Riehen und Bettingen,n.a.
KT_BS,Durchgangsstrassen,n.a.
KT_BS,Verkehrsorientierte Strasse Basel,n.a.
KT_BS,Verkehrsorientierte Strasse Riehen und Bettingen (nur Kontonsstrassen),n.a.
KT_BS,Siedlungsorientierte Strassen Basel,n.a.
KT_BS,Wege Basel,n.a.
KT_BS,Strassen und Wege in Riehen,n.a.
KT_BS,Makrozoobenthos,n.a.
KT_BS,Grundnutzung Bettingen,n.a.
KT_BS,Orientierender Planinhalt Bettingen,n.a.
KT_BS,Bebauungsplan Bettingen,n.a.
KT_BS,Linienbezogene Festlegung Bettingen,n.a.
KT_BS,Rekurs Punkte Bettingen,n.a.
KT_BS,Rekurs Linie Bettingen,n.a.
KT_BS,Rekurs Polygon Grundnutzung Bettingen,n.a.
KT_BS,Rekurs Polygon Überlagernd Bettingen,n.a.
KT_BS,Plannummer - Ziffer (Bettingen),n.a.
KT_BS,Bebauungsplan (Bettingen),n.a.
KT_BS,Prozess Wasser,n.a.
KT_BS,Prozess Wasser HQ30,n.a.
KT_BS,Prozess Wasser HQ100,n.a.
KT_BS,Prozess Wasser HQ300,n.a.
KT_BS,Erhebungsgebiet Wasser,n.a.
KT_BS,Inventar geschützter Naturobjekte,n.a.
KT_BS,Naturobjekt,n.a.
KT_BS,Taxonobjekt,n.a.
KT_BS,Tagfalter,n.a.
KT_BS,Reptilien,n.a.
KT_BS,Mollusken,n.a.
KT_BS,Libellen,n.a.
KT_BS,Heuschrecken,n.a.
KT_BS,Gefässpflanzen,n.a.
KT_BS,Fledermäuse,n.a.
KT_BS,Flechten,n.a.
KT_BS,Amphibien,n.a.
KT_BS,Untersuchungsperimeter,n.a.
KT_BS,Neophytenverbreitung 2019 (fill),n.a.
KT_BS,Neophytenverbreitung 2019 (outline),n.a.
KT_BS,Armenische Gartenbrombeere (Rubus armeniacus) (2019),n.a.
KT_BS,Aufrechtes Traubenkraut (Ambrosia artemisiifolia),n.a.
KT_BS,Blauglockenbaum (Paulownia tomentosa) (2019),n.a.
KT_BS,Drüsiges Springkraut (Impatiens glandulifera) (2019),n.a.
KT_BS,Einjähriges Berufskraut (Erigeron anuus),n.a.
KT_BS,Essigbaum (Rhus typhina) (2019),n.a.
KT_BS,Götterbaum (Ailanthus altissima) (2019),n.a.
KT_BS,Japanischer Staudenknöterich (Reynoutria japonica) (2019),n.a.
KT_BS,Kanadische Goldrute (Solidago canadensis aggr.) (2019),n.a.
KT_BS,Kanadisches Berufskraut (Conyza canadensis),n.a.
KT_BS,Kirschlorbeer (Prunus laurocerasus),n.a.
KT_BS,Orientalisches Zackenschötchen (Bunias orientalis),n.a.
KT_BS,Riesen-Bärenklau (Heracleum mantegazzianum) (2019),n.a.
KT_BS,Robinie (Robinia pseudoacacia),n.a.
KT_BS,Saat-Luzerne (Medicago sativa),n.a.
KT_BS,Schmalblättriges Greiskraut (Senecio inaequidens) (2019),n.a.
KT_BS,Sommerflieder (Buddleja davidii) (2019),n.a.
KT_BS,Neophytenverbreitung 2013 (fill),n.a.
KT_BS,Neophytenverbreitung 2013 (outline),n.a.
KT_BS,Armenische Gartenbrombeere (Rubus armeniacus) (2013),n.a.
KT_BS,Blauglockenbaum (Paulownia tomentosa) (2013),n.a.
KT_BS,Drüsiges Springkraut (Impatiens glandulifera) (2013),n.a.
KT_BS,Essigbaum (Rhus typhina) (2013),n.a.
KT_BS,Götterbaum (Ailanthus altissima) (2013),n.a.
KT_BS,Japanischer Staudenknöterich (Reynoutria japonica) (2013),n.a.
KT_BS,Kanadische Goldrute (Solidago canadensis aggr.) (2013),n.a.
KT_BS,Riesen-Bärenklau (Heracleum mantegazzianum) (2013),n.a.
KT_BS,Schmalblättriges Greiskraut (Senecio inaequidens) (2013),n.a.
KT_BS,Seidiger Hartrigel (Cornus serizea),n.a.
KT_BS,Sommerflieder (Buddleja davidii) (2013),n.a.
KT_BS,Spätblühende Goldrute (Solidago gigantea) (2013),n.a.
KT_BS,Neophytenverbreitung 2009 (fill),n.a.
KT_BS,Neophytenverbreitung 2009 (outline),n.a.
KT_BS,Armenische Gartenbrombeere (Rubus armeniacus) (2009),n.a.
KT_BS,Drüsiges Springkraut (Impatiens glandulifera) (2009),n.a.
KT_BS,Götterbaum (Ailanthus altissima) (2009),n.a.
KT_BS,Japanischer Staudenknöterich (Reynoutria japonica) (2009),n.a.
KT_BS,Kanadische Goldrute (Solidago canadensis aggr.) (2009),n.a.
KT_BS,Riesen-Bärenklau (Heracleum mantegazzianum) (2009),n.a.
KT_BS,Schmalblättriges Greiskraut (Senecio inaequidens) (2009),n.a.
KT_BS,Sommerflieder (Buddleja davidii) (2009),n.a.
KT_BS,Spätblühende Goldrute (Solidago gigantea) (2009),n.a.
KT_BS,Neophytenverbreitung 2006 (fill),n.a.
KT_BS,Neophytenverbreitung 2006 (outline),n.a.
KT_BS,Armenische Gartenbrombeere (Rubus armeniacus) (2006),n.a.
KT_BS,Drüsiges Springkraut (Impatiens glandulifera) (2006),n.a.
KT_BS,Götterbaum (Ailanthus altissima) (2006),n.a.
KT_BS,Japanischer Staudenknöterich (Reynoutria japonica) (2006),n.a.
KT_BS,Kanadische Goldrute (Solidago canadensis aggr.) (2006),n.a.
KT_BS,Schmalblättriges Greiskraut (Senecio inaequidens) (2006),n.a.
KT_BS,Sommerflieder (Buddleja davidii) (2006),n.a.
KT_BS,Spätblühende Goldrute (Solidago gigantea) (2006),n.a.
KT_BS,Zone 2a (Basel),n.a.
KT_BS,Zone 2 (Basel),n.a.
KT_BS,Zone 3 (Basel),n.a.
KT_BS,Zone 4 (Basel),n.a.
KT_BS,Zone 5a,n.a.
KT_BS,Zone 5,n.a.
KT_BS,Zone 6,n.a.
KT_BS,Zone 7 Industrie- und Gewerbezone,n.a.
KT_BS,Grünzone (Basel),n.a.
KT_BS,Grünanlagenzone (Basel),n.a.
KT_BS,Landwirtschaftszone (Basel),n.a.
KT_BS,Stadt- und Dorfbild-Schonzone (Basel SO),n.a.
KT_BS,Stadt- und Dorfbild-Schonzone (Basel SU),n.a.
KT_BS,Zone für Nutzung im öffentlichen Interesse - NöI (Basel),n.a.
KT_BS,Label Grundnutzung,n.a.
KT_BS,Wald (Basel),n.a.
KT_BS,Bahnareal (Basel),n.a.
KT_BS,Label Bahnareal und Wald,n.a.
KT_BS,Label Grenze Landschaftsrichtplan,n.a.
KT_BS,Baumbestand,n.a.
KT_BS,Landschaftsschutzzone (Basel),n.a.
KT_BS,Naturschutzzone (Basel),n.a.
KT_BS,Naturschonzone,n.a.
KT_BS,Industrieerleichterung,n.a.
KT_BS,Grenze Siedlungsgebiet (Basel),n.a.
KT_BS,Grenze Landschaftsrichtplan,n.a.
KT_BS,Naturschutzobjekt,n.a.
KT_BS,Label überlagernde Nutzung,n.a.
KT_BS,Label Grenze Siedlungsgebiet (Basel),n.a.
KT_BS,Label Naturschutzobjekt,n.a.
KT_BS,Bebauungsplan / Spezielle Nutzungsvorschrift,n.a.
KT_BS,Rekurs hängig (Punkt),n.a.
KT_BS,Rekurs hängig (Linie Basel),n.a.
KT_BS,Rekurs hängig (Fläche),n.a.
KT_BS,Rekurs hängig (Überlagernde Festlegung Basel),n.a.
KT_BS,Plannummer - Ziffer (Basel),n.a.
KT_BS,Bebauungsplan (Basel),n.a.
KT_BS,Bebauungsplan (Basel) (outline),n.a.
KT_BS,Spezielle Nutzungsvorschrift (Basel),n.a.
KT_BS,Rekurs hängig (Basel),n.a.
KT_BS,Gewässer,n.a.
KT_BS,Wald (Wälder Riehen),n.a.
KT_BS,Wiese / Weide,n.a.
KT_BS,Hecke / Gehölz,n.a.
KT_BS,Obstgarten,n.a.
KT_BS,geologisches / kulturhistorisches Objekt,n.a.
KT_BS,Grünanlage / Friedhof,n.a.
KT_BS,Freizeit- / Kleingarten,n.a.
KT_BS,wertvoller Lebensraum,n.a.
KT_BS,Artvorkommen aus dem Naturinventar Basel-Stadt,n.a.
KT_BS,Baulinien Nationalstrassen,n.a.
KT_BS,Baubeschränkungsfläche Nationalstrassen,n.a.
KT_BS,Kanton Basel-Stadt (Liegenschaften),n.a.
KT_BS,Einwohnergemeinde der Stadt Basel (Liegenschaften),n.a.
KT_BS,Einwohnergemeinde Riehen (Liegenschaften),n.a.
KT_BS,Einwohnergemeinde Bettingen (Liegenschaften),n.a.
KT_BS,Schweizerische Rheinhäfen,n.a.
KT_BS,Landpfrundhaus Riehen/Bettingen,n.a.
KT_BS,Bürgergemeinde der Stadt Basel,n.a.
KT_BS,Bürgergemeinde Riehen,n.a.
KT_BS,Bürgergemeinde Bettingen,n.a.
KT_BS,Bürgerliches Waisenhaus,n.a.
KT_BS,Bürgerspital Basel,n.a.
KT_BS,Evangelisch-reformierte Kirche ERK,n.a.
KT_BS,Evangelisch-reformierte Kirche (Bau- und Vermögensverwaltung),n.a.
KT_BS,Römisch-katholische Kirche RKK,n.a.
KT_BS,Christoph Merian Stiftung,n.a.
KT_BS,Industrielle Werke Basel,n.a.
KT_BS,Schweizerische Eidgenossenschaft,n.a.
KT_BS,OG Liegenschaften (Filter),n.a.
KT_BS,Kanton Basel-Stadt (Allmendparzellen),n.a.
KT_BS,Einwohnergemeinde der Stadt Basel (Allmendparzellen),n.a.
KT_BS,Einwohnergemeinde Riehen (Allmendparzellen),n.a.
KT_BS,Einwohnergemeinde Bettingen (Allmendparzellen),n.a.
KT_BS,selbständiges und dauerndes Bau- /Unterbaurecht (SDR),n.a.
KT_BS,Miteigentum (inkl. STWE),n.a.
KT_BS,Strassen-/Allmendparzelle,n.a.
KT_BS,Dem NöRG unterstellte Fläche,n.a.
KT_BS,Sport & Bewegung,n.a.
KT_BS,Behinderten-Parkplatz,n.a.
KT_BS,Parkhaus,n.a.
KT_BS,Parkplatz mit Ladestation,n.a.
KT_BS,P + R Anlage,n.a.
KT_BS,Reisebus-Abstellplatz,n.a.
KT_BS,Reisebus-Halteort,n.a.
KT_BS,Taxi-Standplatz,n.a.
KT_BS,Wohnmobil-Abstellplatz,n.a.
KT_BS,Schallpegelmessungen,n.a.
KT_BS,Kriminalprävention,n.a.
KT_BS,Jugendprävention,n.a.
KT_BS,Verkehrsprävention,n.a.
KT_BS,Politischer Wahlkreis,n.a.
KT_BS,Planungszonen Bettingen,n.a.
KT_BS,Planungszonen Bettingen Rekurs,n.a.
KT_BS,Planungszonen Riehen,n.a.
KT_BS,Planungszonen Riehen Rekurs,n.a.
KT_BS,Planungszonen Basel,n.a.
KT_BS,Planungszonen Basel Rekurs,n.a.
KT_BS,Quartiertreffpunkt,n.a.
KT_BS,Bio-Klappe,n.a.
KT_BS,Recyclingstation,n.a.
