OWNER,TITLE,NAME,MAPGEO,TREE,GROUP,ABSTRACT,KEYWORDS,LEGEND,CONTACT,SERVICELINK,METADATA,UPDATE,SERVICETYPE,MAX_ZOOM,CENTER_LAT,CENTER_LON,BBOX
KT_AI,Amtliche Vermessung grau Gde,ch.geoportal.basiskarten_bodenbedeckung_bilddaten.81.0.amtliche_vermessung_grau_gde,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Amtliche Vermessung grau Gde||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.basiskarten_bodenbedeckung_bilddaten.81.0.amtliche_vermessung_grau_gde||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Diese Karte zeigt in roter Farbe den pendenten, bzw. projektierten Stand der amtlichen Vermessung und in grau/weisser Darstellung deren aktuellen, rechtsgültigen Stand, mit Graustufenfüllung der Gebäude, sowie den kommunalen Übersichtsplan und die Landeskarten von swisstopo 1:50'000 bis 1:1'000'000 in Graustufen an.",,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.basiskarten_bodenbedeckung_bilddaten.81.0.amtliche_vermessung_grau_gde&mapId=81&filterIds=&format=image/png,,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,WMS,5,47.34,9.46,9.297 47.225 9.632 47.453
KT_AI,"Amtliche Vermessung, Hintergrund Gde",ch.geoportal.basiskarten_bodenbedeckung_bilddaten.1238.0.amtliche_vermessung_hintergrund_gde,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Amtliche Vermessung, Hintergrund Gde||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.basiskarten_bodenbedeckung_bilddaten.1238.0.amtliche_vermessung_hintergrund_gde||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5",KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Diese Karte zeigt in roter Farbe den pendenten, bzw. projektierten Stand der amtlichen Vermessung und in schwarz/weisser Darstellung deren aktuellen, rechtsgültigen Stand, mit Graustufenfüllung der Gebäude, sowie den kommunalen Übersichtsplan und die Landeskarten von swisstopo 1:50'000 bis 1:1'000'000 in Graustufen an.",,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.basiskarten_bodenbedeckung_bilddaten.1238.0.amtliche_vermessung_hintergrund_gde&mapId=1238&filterIds=&format=image/png,,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,WMS,5,47.34,9.46,9.297 47.225 9.632 47.453
KT_AI,Anteil EFH am gesamten Gebäudebestand GWR Kt,ch.geoportal.basiskarten_bodenbedeckung_bilddaten.591.0.anteil_efh_am_gesamten_gebaeudebestand_gwr_kt,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Anteil EFH am gesamten Gebäudebestand GWR Kt||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.basiskarten_bodenbedeckung_bilddaten.591.0.anteil_efh_am_gesamten_gebaeudebestand_gwr_kt||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,Diese Karte stellt den Anteil der Einfamilenhäuser am gesamten Gebäudebestand pro Gemeinde dar. Datenquelle: Eidgenössisches Gebäude- und Wohnungsregister (GWR).,,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.basiskarten_bodenbedeckung_bilddaten.591.0.anteil_efh_am_gesamten_gebaeudebestand_gwr_kt&mapId=591&filterIds=&format=image/png,,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,WMS,5,47.34,9.46,9.297 47.225 9.632 47.453
KT_AI,"AV, Gebiete mit dauernden Bodenverschiebungen",ch.geoportal.basiskarten_bodenbedeckung_bilddaten.1319.0.av_gebiete_mit_dauernden_bodenverschiebungen,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||AV, Gebiete mit dauernden Bodenverschiebungen||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.basiskarten_bodenbedeckung_bilddaten.1319.0.av_gebiete_mit_dauernden_bodenverschiebungen||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5",KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,Diese Karte zeigt Gebiete mit dauernden Bodenverschiebungen (Rutschgebiete) nach Art. 660a ZGB.,,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.basiskarten_bodenbedeckung_bilddaten.1319.0.av_gebiete_mit_dauernden_bodenverschiebungen&mapId=1319&filterIds=&format=image/png,,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,WMS,5,47.34,9.46,9.297 47.225 9.632 47.453
KT_AI,Basiskarte grau,ch.geoportal.basiskarten_bodenbedeckung_bilddaten.3125.0.basiskarte_grau,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Basiskarte grau||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.basiskarten_bodenbedeckung_bilddaten.3125.0.basiskarte_grau||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Graue Hintergrundkarte, welche sich auf das Siedlungsgebiet fokussiert und dort Strassennamen ausweisst, sowie Hausnummern. Zur Orientierung sind Gewässer in Dunkelgrau und Wälder in Hellgrau dargestellt.",,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.basiskarten_bodenbedeckung_bilddaten.3125.0.basiskarte_grau&mapId=3125&filterIds=&format=image/png,,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,WMS,5,47.34,9.46,9.297 47.225 9.632 47.453
KT_AI,Baufertigstellungen in den Gemeinden GWR Kt,ch.geoportal.basiskarten_bodenbedeckung_bilddaten.543.0.baufertigstellungen_in_den_gemeinden_gwr_kt,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Baufertigstellungen in den Gemeinden GWR Kt||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.basiskarten_bodenbedeckung_bilddaten.543.0.baufertigstellungen_in_den_gemeinden_gwr_kt||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,Diese Karte zeigt die Anzahl der Baufertigstellungen in den Gemeinden im vergangenen Jahr. Datenquelle: Eidgenössisches Gebäude- und Wohnungsregister (GWR).,,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.basiskarten_bodenbedeckung_bilddaten.543.0.baufertigstellungen_in_den_gemeinden_gwr_kt&mapId=543&filterIds=&format=image/png,,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,WMS,5,47.34,9.46,9.297 47.225 9.632 47.453
KT_AI,Baulinien Nationalstrassen CH,ch.geoportal.verkehr.1341.0.baulinien_nationalstrassen_ch,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Baulinien Nationalstrassen CH||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.verkehr.1341.0.baulinien_nationalstrassen_ch||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Geodaten des Bundesamtes für Strassen, als WMS der swisstopo bezogen.  Die Karte zeigt alle projektierten Nationalstrasse.   Die publizierte Karte hat keine rechtliche Gültigkeit. Eine Gewähr für die Richtigkeit (z.B. dass ein nicht eingetragenes Grundstück unbelastet ist), besteht nicht.   Für eine umfangreichere Auskunft über ein Grundstück oder bei Fragen senden Sie bitte eine E-Mail (info@astra.admin.ch).   Datenquelle: Bundesamt Bundesamt für Strassen (ASTRA).",,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.verkehr.1341.0.baulinien_nationalstrassen_ch&mapId=1341&filterIds=&format=image/png,,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,WMS,5,47.34,9.46,9.297 47.225 9.632 47.453
KT_AI,Beleuchtung Werkplan Gde,ch.geoportal.ver_entsorgung_kommunikation.308.0.beleuchtung_werkplan_gde,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Beleuchtung Werkplan Gde||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.ver_entsorgung_kommunikation.308.0.beleuchtung_werkplan_gde||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Diese Karte zeigt die Werkleitungen der öffentlichen Beleuchtung an. Es wird die Beleuchtung der Verkehrswege, Strassenbeleuchtung und Plätzen dargestellt. Darin ersichtlich sind unter anderem Lampen wie Kandelaber, Scheinwerfer, Kirchturmbeleuchtung und Verteilkabinen.",,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.ver_entsorgung_kommunikation.308.0.beleuchtung_werkplan_gde&mapId=308&filterIds=&format=image/png,,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,WMS,5,47.34,9.46,9.297 47.225 9.632 47.453
KT_AI,Bestandeskarte 2024 Kt AR/AI,ch.geoportal.wald_flora_fauna.3516.0.bestandeskarte_2024_kt_arai,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Bestandeskarte 2024 Kt AR/AI||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.wald_flora_fauna.3516.0.bestandeskarte_2024_kt_arai||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Die Waldbestandeskarte dient der forstlichen Planung. Bestände unterscheiden sich in der Baumartenzusammensetzung, dem Bestandesalter und dem Aufbau (Entwicklungsstufe, Deckungsgrad, Mischung).",,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.wald_flora_fauna.3516.0.bestandeskarte_2024_kt_arai&mapId=3516&filterIds=&format=image/png,,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,WMS,5,47.34,9.46,9.297 47.225 9.632 47.453
KT_AI,Bienenstandorte Kt,ch.geoportal.landwirtschaft.64.0.bienenstandorte_kt,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Bienenstandorte Kt||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.landwirtschaft.64.0.bienenstandorte_kt||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,Darstellung der Bienenstandorte und Bienensperrgebiete.,,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.landwirtschaft.64.0.bienenstandorte_kt&mapId=64&filterIds=&format=image/png,,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,WMS,5,47.34,9.46,9.297 47.225 9.632 47.453
KT_AI,Bodeneignungskarte CH,ch.geoportal.geologie_boden_naturbedingte_risiken.1051.0.bodeneignungskarte_ch,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Bodeneignungskarte CH||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.geologie_boden_naturbedingte_risiken.1051.0.bodeneignungskarte_ch||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Geodaten des Bundesamtes für Landwirtschaft, als WMS der swisstopo bezogen. In der Bodeneignungskarte ist jede Kartierungseinheit mit einem Code aus einem Grossbuchstaben und einer Zahl versehen. Die Buchstaben stehen für 25 verschiedene physiographische Einheiten. Die Zahlen geben verschiedene Formelemente der Landschaften wieder, geordnet nach Muttergestein, Hanglage und Hangneigung. Jede Kartierungseinheit entspricht zudem einem oder mehreren Bodentypen. Die insgesamt 144 Kartierungseinheiten sind in der Karte nach dem Gesichtspunkt der Bodeneignung in 18 unterschiedlich eingefärbten Gruppen zusammengefasst. Für diese Klassierung wurden in erster Linie landwirtschaftliche Kriterien verwendet.",,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.geologie_boden_naturbedingte_risiken.1051.0.bodeneignungskarte_ch&mapId=1051&filterIds=&format=image/png,,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,WMS,5,47.34,9.46,9.297 47.225 9.632 47.453
KT_AI,Bodenkarte Kt AI,ch.geoportal.geologie_boden_naturbedingte_risiken.2947.0.bodenkarte_kt_ai,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Bodenkarte Kt AI||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.geologie_boden_naturbedingte_risiken.2947.0.bodenkarte_kt_ai||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Darstellung der verfügbaren Informationen über Bodeneinheiten, Bodenprofile und Horizonte in Landwirtschaftsgebieten des Kantons Appenzell I.Rh. (Bodenkarte). Die Daten stammen aus der Fachapplikation NABODAT des Bundes.",,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.geologie_boden_naturbedingte_risiken.2947.0.bodenkarte_kt_ai&mapId=2947&filterIds=&format=image/png,,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,WMS,5,47.34,9.46,9.297 47.225 9.632 47.453
KT_AI,Bundesinventar der Landschaften und Naturdenkmäler (BLN) CH,ch.geoportal.umwelt_naturschutz.1356.0.bundesinventar_der_landschaften_und_naturdenkmaeler_bln_ch,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Bundesinventar der Landschaften und Naturdenkmäler (BLN) CH||https://www.geoportal.ch/services/wms/ktai?||ch.geoportal.umwelt_naturschutz.1356.0.bundesinventar_der_landschaften_und_naturdenkmaeler_bln_ch||1.3.0&E=2752747.5334320413&N=1245205.26715735&zoom=5,KT_AI/WMS Geoportal.ch/ch.geoportal.ktai,ch.geoportal.ktai,"Geodaten des Bundes, als WMS der swisstopo bezogen. Artikel 5 des Bundesgesetzes über den Natur- und Heimatschutz (NHG) vom 1. Juli 1966 weist den Bundesrat an, Inventare mit Objekten von nationaler Bedeutung (Bundesinventare) zu erstellen. Beim Erlass dieser Inventare sind die Kantone anzuhören. Das Bundesinventar der Landschaften und Naturdenkmäler (BLN) stellt das erste Bundesinventar nach NHG dar. Vorstufe ist das KLN-Inventar (Inventar der zu erhaltenden Landschaften und Naturdenkmäler von nationaler Bedeutung), eine von privaten Organisationen in erster Auflage 1963 herausgegebene Arbeit, die periodisch ergänzt und überarbeitet wurde. Das BLN-Inventar wurde etappenweise in Rechtskraft gesetzt. Bisher hat der Bundesrat vier Inventarfolgen genehmigt: - eine 1. Serie 1977 mit 65 Objekten - eine 2. Serie 1983 mit 55 Objekten und 5 revidierten Objekten - eine 3. Serie 1996 mit 33 Objekten und 10 revidierten Objekten - eine 4. Serie 1998 mit 9 Objekten und 15 revidierten Objekten. In der Revision 2017 wurde ein Flächenabtausch zwischen den Objekten 1605 und 1606 vorgenommen.",,https://www.geoportal.ch/services/wms/ktai?request=GetLegendGraphic&version=1.3.0&layer=ch.geoportal.umwelt_naturschutz.1356.0.bundesinventar_der_landschaften_und_naturdenkmaeler_bln_ch&mapId=1356&filterIds=&format=image/png,,https://www.geoportal.ch/services/wms/ktai,https://metadata.geoportal.ch,,WMS,5,47.34,9.46,9.297 47.225 9.632 47.453
