OWNER,TITLE,NAME,MAPGEO,ABSTRACT,KEYWORDS,CONTACT,WMSGetCap,WMTSGetCap,WFSGetCap
KT_BL,Einzelobjekt Flächenelemente Symbole,gbp_einzelobjekte_flaechen_symbole_ohne_fuellung,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Einzelobjekt Flächenelemente Symbole||http://geowms.bl.ch/?||gbp_einzelobjekte_flaechen_symbole_ohne_fuellung||1.3.0&E=2617443.5098969946&N=1257717.3508158624&zoom=4,,,,http://geowms.bl.ch/,n.a.,n.a.
KT_BL,Objektnummern und -namen Bodenbedeckung,gbp_bodenbedeckung_objektnummern_namen_ohne_fuellung,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Objektnummern und -namen Bodenbedeckung||http://geowms.bl.ch/?||gbp_bodenbedeckung_objektnummern_namen_ohne_fuellung||1.3.0&E=2617443.5098969946&N=1257717.3508158624&zoom=4,,,,http://geowms.bl.ch/,n.a.,n.a.
KT_BL,Rohrleitungen (Linien),gbp_rohrleitungen_linien_ohne_fuellung,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Rohrleitungen (Linien)||http://geowms.bl.ch/?||gbp_rohrleitungen_linien_ohne_fuellung||1.3.0&E=2617443.5098969946&N=1257717.3508158624&zoom=4,,,,http://geowms.bl.ch/,n.a.,n.a.
KT_BL,Rohrleitungen (Betreiber),gbp_rohrleitungen_betreiber_ohne_fuellung,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Rohrleitungen (Betreiber)||http://geowms.bl.ch/?||gbp_rohrleitungen_betreiber_ohne_fuellung||1.3.0&E=2617443.5098969946&N=1257717.3508158624&zoom=4,,,,http://geowms.bl.ch/,n.a.,n.a.
KT_BL,Einzelobjekte Linien,gbp_einzelobjekte_linien_ohne_fuellung,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Einzelobjekte Linien||http://geowms.bl.ch/?||gbp_einzelobjekte_linien_ohne_fuellung||1.3.0&E=2617443.5098969946&N=1257717.3508158624&zoom=4,,,,http://geowms.bl.ch/,n.a.,n.a.
KT_BL,Einzelobjekt Linienelemente Symbole,gbp_einzelobjekte_linien_symbole_ohne_fuellung,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Einzelobjekt Linienelemente Symbole||http://geowms.bl.ch/?||gbp_einzelobjekte_linien_symbole_ohne_fuellung||1.3.0&E=2617443.5098969946&N=1257717.3508158624&zoom=4,,,,http://geowms.bl.ch/,n.a.,n.a.
KT_BL,Einzelobjekte Punkte,gbp_einzelobjekte_punkte_ohne_fuellung,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Einzelobjekte Punkte||http://geowms.bl.ch/?||gbp_einzelobjekte_punkte_ohne_fuellung||1.3.0&E=2617443.5098969946&N=1257717.3508158624&zoom=4,,,,http://geowms.bl.ch/,n.a.,n.a.
KT_BL,Objektnummern und -namen Einzelobjekte,gbp_einzelobjekte_objektnummern_namen_ohne_fuellung,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Objektnummern und -namen Einzelobjekte||http://geowms.bl.ch/?||gbp_einzelobjekte_objektnummern_namen_ohne_fuellung||1.3.0&E=2617443.5098969946&N=1257717.3508158624&zoom=4,,,,http://geowms.bl.ch/,n.a.,n.a.
KT_BL,Strassennamen,gbp_strassennamen_ohne_fuellung,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Strassennamen||http://geowms.bl.ch/?||gbp_strassennamen_ohne_fuellung||1.3.0&E=2617443.5098969946&N=1257717.3508158624&zoom=4,,,,http://geowms.bl.ch/,n.a.,n.a.
KT_BL,Hausnummern,gbp_hausnummern_ohne_fuellung,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Hausnummern||http://geowms.bl.ch/?||gbp_hausnummern_ohne_fuellung||1.3.0&E=2617443.5098969946&N=1257717.3508158624&zoom=4,,,,http://geowms.bl.ch/,n.a.,n.a.
KT_BL,Flurnamen,gbp_flurnamen_ohne_fuellung,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Flurnamen||http://geowms.bl.ch/?||gbp_flurnamen_ohne_fuellung||1.3.0&E=2617443.5098969946&N=1257717.3508158624&zoom=4,,,,http://geowms.bl.ch/,n.a.,n.a.
KT_BL,Ortsnamen,gbp_ortsnamen_ohne_fuellung,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Ortsnamen||http://geowms.bl.ch/?||gbp_ortsnamen_ohne_fuellung||1.3.0&E=2617443.5098969946&N=1257717.3508158624&zoom=4,,,,http://geowms.bl.ch/,n.a.,n.a.
KT_BL,Geländenamen,gbp_gelaendenamen_ohne_fuellung,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Geländenamen||http://geowms.bl.ch/?||gbp_gelaendenamen_ohne_fuellung||1.3.0&E=2617443.5098969946&N=1257717.3508158624&zoom=4,,,,http://geowms.bl.ch/,n.a.,n.a.
KT_BL,Liegenschaften,gbp_liegenschaften_ohne_fuellung,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Liegenschaften||http://geowms.bl.ch/?||gbp_liegenschaften_ohne_fuellung||1.3.0&E=2617443.5098969946&N=1257717.3508158624&zoom=4,,,,http://geowms.bl.ch/,n.a.,n.a.
KT_BL,Liegenschaften projektiert,gbp_liegenschaften_projektiert_ohne_fuellung,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Liegenschaften projektiert||http://geowms.bl.ch/?||gbp_liegenschaften_projektiert_ohne_fuellung||1.3.0&E=2617443.5098969946&N=1257717.3508158624&zoom=4,,,,http://geowms.bl.ch/,n.a.,n.a.
KT_BL,Selbständige Rechte,gbp_selbstaendige_rechte_ohne_fuellung,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Selbständige Rechte||http://geowms.bl.ch/?||gbp_selbstaendige_rechte_ohne_fuellung||1.3.0&E=2617443.5098969946&N=1257717.3508158624&zoom=4,,,,http://geowms.bl.ch/,n.a.,n.a.
KT_BL,Grundstücksnummer,gbp_grundstuecksnummer_ohne_fuellung,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Grundstücksnummer||http://geowms.bl.ch/?||gbp_grundstuecksnummer_ohne_fuellung||1.3.0&E=2617443.5098969946&N=1257717.3508158624&zoom=4,,,,http://geowms.bl.ch/,n.a.,n.a.
KT_BL,Gemeindegrenzen,gbp_gemeindegrenzen_ohne_fuellung,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Gemeindegrenzen||http://geowms.bl.ch/?||gbp_gemeindegrenzen_ohne_fuellung||1.3.0&E=2617443.5098969946&N=1257717.3508158624&zoom=4,,,,http://geowms.bl.ch/,n.a.,n.a.
KT_BL,Bezirksgrenzen,gbp_bezirksgrenzen_ohne_fuellung,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Bezirksgrenzen||http://geowms.bl.ch/?||gbp_bezirksgrenzen_ohne_fuellung||1.3.0&E=2617443.5098969946&N=1257717.3508158624&zoom=4,,,,http://geowms.bl.ch/,n.a.,n.a.
KT_BL,Kantonsgrenze,gbp_kantonsgrenze_ohne_fuellung,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Kantonsgrenze||http://geowms.bl.ch/?||gbp_kantonsgrenze_ohne_fuellung||1.3.0&E=2617443.5098969946&N=1257717.3508158624&zoom=4,,,,http://geowms.bl.ch/,n.a.,n.a.
KT_BL,Landesgrenze,gbp_landesgrenzen_ohne_fuellung,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Landesgrenze||http://geowms.bl.ch/?||gbp_landesgrenzen_ohne_fuellung||1.3.0&E=2617443.5098969946&N=1257717.3508158624&zoom=4,,,,http://geowms.bl.ch/,n.a.,n.a.
KT_BL,Grenzpunkte,gbp_grenzpunkte_ohne_fuellung,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Grenzpunkte||http://geowms.bl.ch/?||gbp_grenzpunkte_ohne_fuellung||1.3.0&E=2617443.5098969946&N=1257717.3508158624&zoom=4,,,,http://geowms.bl.ch/,n.a.,n.a.
KT_BL,HFP3,gbp_hfp3_ohne_fuellung,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||HFP3||http://geowms.bl.ch/?||gbp_hfp3_ohne_fuellung||1.3.0&E=2617443.5098969946&N=1257717.3508158624&zoom=4,,,,http://geowms.bl.ch/,n.a.,n.a.
KT_BL,LFP3,gbp_lfp3_ohne_fuellung,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||LFP3||http://geowms.bl.ch/?||gbp_lfp3_ohne_fuellung||1.3.0&E=2617443.5098969946&N=1257717.3508158624&zoom=4,,,,http://geowms.bl.ch/,n.a.,n.a.
KT_BL,HFP2,gbp_hfp2_ohne_fuellung,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||HFP2||http://geowms.bl.ch/?||gbp_hfp2_ohne_fuellung||1.3.0&E=2617443.5098969946&N=1257717.3508158624&zoom=4,,,,http://geowms.bl.ch/,n.a.,n.a.
KT_BL,LFP2,gbp_lfp2_ohne_fuellung,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||LFP2||http://geowms.bl.ch/?||gbp_lfp2_ohne_fuellung||1.3.0&E=2617443.5098969946&N=1257717.3508158624&zoom=4,,,,http://geowms.bl.ch/,n.a.,n.a.
KT_BL,HFP1,gbp_hfp1_ohne_fuellung,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||HFP1||http://geowms.bl.ch/?||gbp_hfp1_ohne_fuellung||1.3.0&E=2617443.5098969946&N=1257717.3508158624&zoom=4,,,,http://geowms.bl.ch/,n.a.,n.a.
KT_BL,LFP1,gbp_lfp1_ohne_fuellung,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||LFP1||http://geowms.bl.ch/?||gbp_lfp1_ohne_fuellung||1.3.0&E=2617443.5098969946&N=1257717.3508158624&zoom=4,,,,http://geowms.bl.ch/,n.a.,n.a.
KT_BL,HGP,gbp_hgp_ohne_fuellung,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||HGP||http://geowms.bl.ch/?||gbp_hgp_ohne_fuellung||1.3.0&E=2617443.5098969946&N=1257717.3508158624&zoom=4,,,,http://geowms.bl.ch/,n.a.,n.a.
KT_BS,Kataster der belasteten Standorte,ms:AK_KatasterDerBelastetenStandorte,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Gebietseinteilung Ansprechpartner im Quartier,ms:AQ_AnsprechpartnerImQuartier,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Bäume,ms:BA_Baeume,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Fäll- und Baumersatzliste,ms:BA_FaellUndBaumersatzliste,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Gründigkeit A,ms:BD_Bodenkarte_GruendigkeitA,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Gründigkeit B,ms:BD_Bodenkarte_GruendigkeitB,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Gründigkeit C,ms:BD_Bodenkarte_GruendigkeitC,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Gründigkeit D,ms:BD_Bodenkarte_GruendigkeitD,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Gründigkeit E,ms:BD_Bodenkarte_GruendigkeitE,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Gründigkeit F,ms:BD_Bodenkarte_GruendigkeitF,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Gründigkeit G,ms:BD_Bodenkarte_GruendigkeitG,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Gründigkeit H,ms:BD_Bodenkarte_GruendigkeitH,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Gründigkeit K,ms:BD_Bodenkarte_GruendigkeitK,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Gründigkeit L,ms:BD_Bodenkarte_GruendigkeitL,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Gründigkeit O,ms:BD_Bodenkarte_GruendigkeitO,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Gründigkeit T,ms:BD_Bodenkarte_GruendigkeitT,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Nutzungseignungskarte Klasse 1,ms:BD_Nutzungseignungskarte_Klasse1,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Nutzungseignungskarte Klasse 2,ms:BD_Nutzungseignungskarte_Klasse2,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Nutzungseignungskarte Klasse 3,ms:BD_Nutzungseignungskarte_Klasse3,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Nutzungseignungskarte Klasse 4,ms:BD_Nutzungseignungskarte_Klasse4,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Nutzungseignungskarte Klasse 5,ms:BD_Nutzungseignungskarte_Klasse5,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Nutzungseignungskarte Klasse 6,ms:BD_Nutzungseignungskarte_Klasse6,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Nutzungseignungskarte Klasse 7,ms:BD_Nutzungseignungskarte_Klasse7,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Nutzungseignungskarte Klasse 9,ms:BD_Nutzungseignungskarte_Klasse9,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Nutzungseignungskarte Klasse N,ms:BD_Nutzungseignungskarte_KlasseN,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Bodenkarte Risikostufe 1,ms:BD_Risikostufe_Risikostufe1,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Bodenkarte Risikostufe 2,ms:BD_Risikostufe_Risikostufe2,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Bodenkarte Risikostufe 3,ms:BD_Risikostufe_Risikostufe3,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Bodenkarte Risikostufe 4,ms:BD_Risikostufe_Risikostufe4,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Öffnungszeiten (So - Do / Fr Sa),ms:BP_Oeffnungszeiten,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Perimeter Boulevardplan Innenstadt,ms:BP_PerimeterBoulevardplanInnenstadt,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Gebäude (projektiert),ms:BS_GebaeudeProjektiert_Gebaeude,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Hausnummern 1:200 (projektiert),ms:BS_GebaeudeProjektiert_Hausnummer_200,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Hausnummern 1:500 (projektiert),ms:BS_GebaeudeProjektiert_Hausnummer_500,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Hausnummern 1:1000 (projektiert),ms:BS_GebaeudeProjektiert_Hausnummer_1000,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Hausnummern 1:2000 (projektiert),ms:BS_GebaeudeProjektiert_Hausnummer_2000,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Gebäudenummern 1:200 (projektiert),ms:BS_GebaeudeProjektiert_Gebaeudenummer_200,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Gebäudenummern 1:500 (projektiert),ms:BS_GebaeudeProjektiert_Gebaeudenummer_500,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Gebäudenummern 1:1000 (projektiert),ms:BS_GebaeudeProjektiert_Gebaeudenummer_1000,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Bahnareal (AV),ms:BS_Bodenbedeckungen_befestigt_Bahnareal,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Fabrikareal,ms:BS_Bodenbedeckungen_befestigt_Fabrikareal,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Gewässervorland (befestigt),ms:BS_Bodenbedeckungen_befestigt_Gewaesservorland,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Hafenareal,ms:BS_Bodenbedeckungen_befestigt_Hafenareal,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Sportanlage,ms:BS_Bodenbedeckungen_befestigt_Sportanlage,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Strasse - Weg,ms:BS_Bodenbedeckungen_befestigt_StrasseWeg,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Tramareal,ms:BS_Bodenbedeckungen_befestigt_Tramareal,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Trottoir,ms:BS_Bodenbedeckungen_befestigt_Trottoir,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Verkehrsinsel,ms:BS_Bodenbedeckungen_befestigt_Verkehrsinsel,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Wasserbecken,ms:BS_Bodenbedeckungen_befestigt_Wasserbecken,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,übrige befestige,ms:BS_Bodenbedeckungen_befestigt_uebrigeBefestigte,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,geschlossener Wald,ms:BS_Bodenbedeckungen_bestockt_geschlossenerWald,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,übrige bestockte,ms:BS_Bodenbedeckungen_bestockt_uebrigeBestockte,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Gebäude,ms:BS_Bodenbedeckungen_Gebaeude_Gebaeude,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Tank,ms:BS_Bodenbedeckungen_Gebaeude_Tank,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,fliessendes Gewässer,ms:BS_Bodenbedeckungen_Gewaesser_fliessendes,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,stehendes Gewässer,ms:BS_Bodenbedeckungen_Gewaesser_stehendes,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Acker - Wiese - Weide,ms:BS_Bodenbedeckungen_humusiert_AckerWieseWeide,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Friedhof,ms:BS_Bodenbedeckungen_humusiert_Friedhof,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Gartenanlage,ms:BS_Bodenbedeckungen_humusiert_Gartenanlage,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Parkanlage - Spielplatz,ms:BS_Bodenbedeckungen_humusiert_ParkanlageSpielplatz,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Schrebergarten,ms:BS_Bodenbedeckungen_humusiert_Schrebergarten,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Sportanlage humusiert,ms:BS_Bodenbedeckungen_humusiert_SportanlageHumusiert,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Tierpark,ms:BS_Bodenbedeckungen_humusiert_Tierpark,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Reben,ms:BS_Bodenbedeckungen_humusiert_Reben,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,übrige Intensivkultur,ms:BS_Bodenbedeckungen_humusiert_Intensivkultur,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Gewässervorland (humusiert),ms:BS_Bodenbedeckungen_humusiert_Gewaesservorland,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,übrige humusierte,ms:BS_Bodenbedeckungen_humusiert_uebrigeHumusierte,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Bogeninformation,ms:BS_Bogeninformation_Bogeninformation,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Bögen (theoretisch),ms:BS_Bogeninformation_BoegenTheoretisch,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Unterirdisches Gebäude,ms:BS_Einzelobjekte_UnterirdischesGebaeude,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Rabatte,ms:BS_Einzelobjekte_Rabatte,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Gemeindegrenze,ms:BS_Hoheitsgrenzen_Gemeindegrenze,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Kantonsgrenze,ms:BS_Hoheitsgrenzen_Kantonsgrenze,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Landesgrenze,ms:BS_Hoheitsgrenzen_Landesgrenze,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Flurname (Text),ms:BS_Nomenklatur_Flurname_Text,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Flurname,ms:BS_Nomenklatur_Flurname_Flaeche,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Rohrleitung,ms:BS_Rohrleitungen_Rohrleitung,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Servitutflächenelement,ms:BS_Servitute_Servitute_Servitutflaechenelement,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Servitutlinienelement,ms:BS_Servitute_Servitute_Servitutlinienelement,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Servitutflächenelement (projektiert),ms:BS_Servitute_ServituteProjektiert_Servitutflaechenelement,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Servitutlinienelement (projektiert),ms:BS_Servitute_ServituteProjektiert_Servitutlinienelement,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Grundbuchplaneinteilung,ms:BS_Vermessungseinteilungen_Grundbuchplaneinteilung,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Sektion (Vermessungseinteilungen),ms:BS_Vermessungseinteilungen_Sektion,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Toleranzstufen,ms:BS_Vermessungseinteilungen_Toleranzstufen_Flaeche,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Toleranzstufen (Text),ms:BS_Vermessungseinteilungen_Toleranzstufen_Text,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Grenzpunkt - Stein,ms:BS_Vermessungspunkte_Grenzpunkte_GrenzpunktStein_Punkt,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Grenzpunkt - Stein (Text),ms:BS_Vermessungspunkte_Grenzpunkte_GrenzpunktStein_Text,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Grenzpunkt - Kunststoffzeichen,ms:BS_Vermessungspunkte_Grenzpunkte_GrenzpunktKunststoffzeichen_Punkt,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Grenzpunkt - Kunststoffzeichen (Text),ms:BS_Vermessungspunkte_Grenzpunkte_GrenzpunktKunststoffzeichen_Text,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Grenzpunkt - Bolzen,ms:BS_Vermessungspunkte_Grenzpunkte_GrenzpunktBolzen_Punkt,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Grenzpunkt - Bolzen (Text),ms:BS_Vermessungspunkte_Grenzpunkte_GrenzpunktBolzen_Text,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Grenzpunkt - Kreuz,ms:BS_Vermessungspunkte_Grenzpunkte_GrenzpunktKreuz_Punkt,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Grenzpunkt - Kreuz (Text),ms:BS_Vermessungspunkte_Grenzpunkte_GrenzpunktKreuz_Text,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Grenzpunkt - unversichert,ms:BS_Vermessungspunkte_Grenzpunkte_Grenzpunktunversichert_Punkt,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
KT_BS,Grenzpunkt - unversichert (Text),ms:BS_Vermessungspunkte_Grenzpunkte_Grenzpunktunversichert_Text,n.a.,,,geo@bs.ch,n.a.,n.a.,https://wfs.geo.bs.ch/
